,word,reading,meaning
6900,掴む,つかむ,1. to seize; to catch; to grasp; to grip; to grab; to clutch; to hold; to catch hold of; to lay one's hands on$2. to obtain; to acquire; to get; to win; to capture$3. to understand; to grasp; to comprehend$
6901,耐久,たいきゅう,1. endurance; persistence$
6902,男爵,だんしゃく,1. baron$2. Irish cobbler (variety of potato)$3. Baron$
6903,セカンド,セカンド,1. second$2. second base$
6904,題名,だいめい,1. title; caption; heading$
6905,会合,かいごう,1. meeting; assembly; gathering$2. association$3. conjunction$
6906,勧告,かんこく,1. advice; counsel; remonstrance; recommendation$
6907,射程,しゃてい,"1. range (of a rifle, missile, etc.)$"
6908,投球,とうきゅう,1. pitching; throwing a ball; bowling (in cricket); pitched ball$
6909,集英社,しゅうえいしゃ,1. Shueisha (publisher)$2. Shueisha$
6910,背後,はいご,1. back; rear$2. background; behind the scenes$
6911,千代,ちよ,1. thousand years$2. very long period; forever$
6912,千代,ちよ,1. Chiyo; Kaga no Chiyo (1703-1775)$
6913,フリゲート,フリゲート,1. frigate$2. Frigate$
6914,雇う,やとう,1. to employ$2. to hire; to charter$
6915,シフト,シフト,1. shift; move$2. (work) shift; work schedule$3. gearshift; changing gears$4. Shift$
6916,目黒,めぐろ,1. Bonin white-eye (Apalopteron familiare)$2. Bonin White-eye$
6917,目黒,めぐろ,1. Meguro$
6918,リスナー,リスナー,1. listener$
6919,多少,たしょう,1. more or less; somewhat; a little; a few; some$2. amount; quantity$
6920,艦船,かんせん,1. (ocean) vessels; warship$
6921,忠実,ちゅうじつ,1. faithful; devoted; loyal; honest; true$
6922,忠実,ちゅうじつ,1. Chuujitsu$
6923,忠実,まめ実,1. diligent; hardworking; conscientious; sincere$2. healthy; fit$3. faithful; devoted$
6924,民放,みんぽう,1. commercial broadcast$
6925,浅野,あさの,1. Asano$
6926,旧暦,きゅうれき,1. Japan's old (lunisolar) calendar$
6927,根本,ねほん,1. kabuki script$2. illustrated kabuki script$
6928,根本,ねもと,1. Nemoto$
6929,柴田,しばた,1. Shibata$
6930,赴任,ふにん,1. moving to a different location to start a new job; (proceeding to) new appointment$
6931,グラフ,グラフ,1. graph$2. Graph$
6932,ミシガン,ミシガン,1. Michigan$2. Michigan$
6933,県庁,けんちょう,1. prefectural office$2. Kenchou$
6934,盛り込む,もりこむ,1. to incorporate; to include$2. to fill (a vessel) with$
6935,師匠,ししょう,1. master; teacher$2. coach who owns his stable$
6936,主砲,しゅほう,1. main battery; main armament$
6937,石原,いしはら,1. Ishihara$
6938,過剰,かじょう,1. excess; surplus; superabundance; overabundance$
6939,光る,ひかる,1. to shine; to glitter; to be bright$
6940,光る,ひかる,1. Hikaru$
6941,没後,ぼつご,1. after death; posthumously$
6942,靴,くつ,1. shoe; shoes; boots; footwear; footgear$2. Shoe$
6943,発祥,はっしょう,1. origin$2. appearance of auspicious omen$
6944,アプリ,アプリ,1. app; application$
6945,種別,しゅべつ,1. classification; assortment$
6946,禁,きん,1. ban (e.g. on smoking); prohibition$
6947,伴,ばん,1. Ban$
6948,プレミアム,プレミアム,1. premium$2. Premium$
6949,木材,もくざい,1. lumber; timber; wood$2. Mokuzai$3. Wood$
6950,槍,やり,1. spear; lance$2. javelin$3. lance$4. jeering$5. Spear$
6951,槍,やり,1. Yari$
6952,ルネサンス,ルネサンス,1. Renaissance$2. Renaissance$
6953,肉体,にくたい,1. the body; the flesh; the outer man; one's physique$
6954,疎,そ,1. sparse$2. distant (of a relationship); estranged; alienated$
6955,疎,おろ,1. incompletely; insufficiently; partially; somewhat$
6956,寅,とら,"1. third sign of the Chinese zodiac (The Tiger, 3am-5am, east-northeast, January)$2. Tiger (zodiac)$"
6957,寅,とら,1. Tora$
6958,大敗,たいはい,1. crushing defeat$
6959,レアル,レアル,1. real (Brazilian currency)$2. Brazilian real$
6960,弾く,はじく,"1. to flip; to snap; to flick$2. to repel$3. to use (an abacus); to calculate$4. to strum; to pluck the strings (of a guitar, etc.)$"
6961,弾く,ひく,1. to play (a stringed or keyboard instrument)$
6962,シベリア,シベリア,1. Siberia$2. cake made with layers of sweet bean paste and sponge cake$3. Siberia$4. Siberia$
6963,駅名,えきめい,1. station name$
6964,瞳,ひとみ,1. pupil (of eye)$2. eye$
6965,瞳,ひとみ,1. Hitomi$
6966,キャッシュ,キャッシュ,1. cache$2. cash$3. Cache$
6967,任官,にんかん,1. appointment (to an office); investiture; commission$
6968,フェラーリ,フェラーリ,1. Ferrari$
6969,マジック,マジック,1. magic$2. Magic Marker; felt-tip pen; permanent marker$3. magic number$4. Magic$
6970,ペット,ペット,1. pet$2. trumpet$3. Pet$
6971,温,ぬく,1. idiot; dummy; slow person$
6972,温,ぬく,1. Nuku$
6973,囲碁,いご,1. go; board game of capturing territory$2. Go (game)$
6974,国々,くにぐに,1. countries$
6975,信者,しんじゃ,1. believer; adherent; devotee$
6976,乗船,じょうせん,1. embarking (a ship); embarkation; boarding$2. ship (carrying someone)$
6977,市議,しぎ,1. city councillor; city councilor; city assemblyman$
6978,アーキテクチャ,アーキテクチャ,1. architecture$
6979,欄,らん,"1. section (e.g. in a newspaper); column; page$2. field (in a form, web page, etc.); blank$"
6980,欄,らん,1. Ran$
6981,紅白,こうはく,1. red and white; colours for festive or auspicious occasions (colors)$2. two teams; two groups$3. Red and White singing contest; annual contest between male and female popular singers on New Year's Eve (sponsored and broadcast by NHK)$4. Kōhaku maku$
6982,制服,せいふく,1. uniform$2. Uniform$
6983,果実,かじつ,1. fruit; nut; berry$2. fruits; profit$3. Fruit$
6984,果実,かじつ,1. Kajitsu$
6985,医科,いか,1. medical science; medical department$
6986,憧れる,あこがれる,1. to long for; to yearn after; to admire; to be attracted by$
6987,定住,ていじゅう,1. settlement; permanent residency$
6988,習慣,しゅうかん,1. habit$2. custom; cultural practice$
6989,高額,こうがく,1. large sum (money)$
6990,ラーメン,ラーメン,1. rigid frame$2. Rahman (name)$
6991,自作,じさく,1. one's own work; making by oneself$2. Homebuilt$
6992,西暦,せいれき,1. Common Era; CE; Christian Era; anno domini; AD$2. Western (Gregorian) calendar$3. Anno Domini$
6993,ヤマハ,ヤマハ,1. Yamaha$2. Yamaha Corporation$
6994,普,普段ふだん,1. usual; normal; everyday; habitual; ordinary$2. usually; normally; generally; habitually; always$
6995,本多,ほんだ,1. Honda$
6996,掌握,しょうあく,1. grasping; seizing; holding; commanding; having control over$
6997,鼠,ねずみ,"1. mouse; rat$2. dark gray; dark grey; slate (color, colour)$3. Muroidea$"
6998,推移,すいい,1. transition; change; progress; development; shift$2. passing (of time)$
6999,不利,ふり,1. disadvantage; handicap; unfavorable position$
7000,インディーズ,インディーズ,"1. indies; independent film, music, publishing, etc.$2. Independent music$"
7001,野菜,やさい,1. vegetable$2. Vegetable$
7002,公益,こうえき,1. public interest; public benefit; public good$2. Public interest$
7003,拓,つぶせ,1. Tsubuse$
7004,ドリーム,ドリーム,1. dream$
7005,フェア,フェア,1. fair$2. fare$3. fear$
7006,売れる,うれる,1. to sell (well)$2. to be well known; to be popular; to be famous$
7007,警告,けいこく,1. warning; advice$
7008,孤立,こりつ,1. isolation; being alone; being friendless$
7009,休養,きゅうよう,1. rest; break; recreation; recuperation; convalescence$
7010,招聘,しょうへい,1. (courteous) invitation; call$
7011,粉,こな,1. flour; meal; powder; dust$2. Powder (substance)$
7012,粉,こな,1. Kona$
7013,割引,わりびき,1. discount; reduction; rebate$2. tenths discounted; tenths reduced$
7014,軍勢,ぐんぜい,1. military forces; hosts; troops$
7015,農地,のうち,1. agricultural land; farmland$2. Arable land$
7016,ナップ,ナップ,1. nappe$
7017,インタフェース,インタフェース,1. interface$2. Interface$
7018,国政,こくせい,1. national politics; political situation; statecraft; body politic$
7019,大田,おおた,1. Oota$
7020,鑑,かがみ,1. model; pattern; paragon; exemplar$
7021,鑑,かん,1. Kan$
7022,後世,こうせい,1. posterity; future life; life to come$
7023,後世,ごせ,1. the next world; afterlife; life after death$
7024,微分,びぶん,1. differentiation$2. differential; derivative$
7025,習得,しゅうとく,"1. learning; acquisition (of a skill, knowledge, etc.)$"
7026,役職,やくしょく,1. post; official position$2. managerial position; executive position$
7027,ノベル,ノベル,1. novel$
7028,忍,にん,1. endurance; forbearance; patience; self-restraint$
7029,忍,しのぶ,1. squirrel's foot fern (Davallia mariesii)$2. Lepisorus thunbergianus (species of fern)$3. color of clothing layers under one's overcoat (light green on blue)$4. ancient women's hairstyle$5. clothing patterned using squirrel's foot fern$
7030,忍,しのぶ,1. Shinobu$
7031,アリーナ,アリーナ,1. arena$2. Arena$
7032,重点,じゅうてん,1. important point; emphasis; stress; importance; priority$2. iteration mark$3. colon (punctuation)$
7033,奇跡,きせき,1. miracle; wonder; marvel$2. Miracle$
7034,奇跡,きせき,1. Kiseki$
7035,追跡,ついせき,1. chase; pursuit; tracking; stalking$2. following up; tracing$
7036,電機,でんき,1. electrical machinery; appliances$
7037,鳥羽,とば羽,1. Toba$
7038,指数,しすう,1. index; index number; exponent (e.g. in floating-point representation); characteristic$
7039,オレゴン,オレゴン,1. Oregon$2. Oregon$
7040,浅い,あさい,1. shallow; superficial$2. slight (wound); light (sleep); pale (colour); inadequate (knowledge)$3. short (time); early; young$
7041,具合,ぐあい,1. condition; state$2. health; state (of health)$3. way; manner$4. circumstance; luck$5. face; dignity; decency; propriety$
7042,親子,おやこ,1. parent and child$
7043,親子,おやこ,1. Oyako$
7044,強める,つよめる,1. to strengthen; to emphasize; to emphasise$
7045,中立,ちゅうりつ,1. neutrality$2. Neutrality (international relations)$
7046,ブリッジ,ブリッジ,1. bridge$
7047,採掘,さいくつ,1. mining$
7048,ガイド,ガイド,1. guide; tour guide; conductor; guiding; leading$
7049,名人,めいじん,1. master; expert$
7050,名人,めいじん,1. Meijin$
7051,横山,よこやま,1. Yokoyama$
7052,撃退,げきたい,1. repulse; repelling (e.g. the enemy); driving back$
7053,手前,てまえ,1. before oneself; in front of one; nearby$2. a bit before reaching (a location); this side (of a location)$3. one's standpoint; one's appearance$4. we$5. you$6. Lead (leg)$
7054,手前,てめえ,1. you$2. oneself$
7055,南端,なんたん,1. southern tip$
7056,偏,へん,1. left-hand radical of a character$
7057,無事,ぶじ,1. safety; peace; quietness$
7058,無事,ぶじ,1. Buji$
7059,ナレーション,ナレーション,1. narration$
7060,下関,しものせき,1. Shimonoseki$
7061,火星,かせい,1. Mars (planet)$2. Mars$
7062,火星,かせい,1. Kasei$
7063,発信,はっしん,1. dispatch; despatch; transmission; submission$
7064,晃,あきら,1. Akira$
7065,斑,むら,"1. unevenness (of colour, paint, etc.); irregularity; nonuniformity; blotchiness$2. unevenness (of quality, results, behaviour, etc.); inconsistency; instability$3. fickleness; capriciousness; fitfulness$"
7066,斑,ぶち,1. spots; speckles; mottles$
7067,斑,まだら,1. spots; speckles; mottles$2. speckled; spotted$
7068,客室,きゃくしつ,1. guest room (at a hotel); guest cabin (on a boat); passenger cabin (on a plane)$2. drawing room$
7069,溢れる,あぶれる,"1. to fail (in getting a job); to miss out (at fishing, hunting, etc.)$2. to be left out; to be crowded out$"
7070,溢れる,あふれる,1. to overflow; to brim over; to flood$
7071,閣僚,かくりょう,1. cabinet ministers$
7072,頭文字,かしらもじ字,1. first letter of a word; capital letter (at the start of a word or sentence)$2. initials (of one's name)$
7073,視覚,しかく,1. sense of sight; vision$2. Visual perception$
7074,工芸,こうげい,1. industrial arts; craft$2. Handicraft$
7075,宇治,うじ,1. Uji$
7076,倫理,りんり,1. ethics; morals$
7077,倫理,りんり,1. Rinri$
7078,貫く,つらぬく,"1. to go through; to pierce; to penetrate$2. to run through (e.g. a river through a city); to pass through$3. to stick to (opinion, principles, etc.); to carry out; to persist with; to keep (e.g. faith); to maintain (e.g. independence)$"
7079,グラビア,グラビア,1. gravure; photogravure; rotogravure; gravure picture$
7080,予報,よほう,1. forecast; prediction$
7081,佐野,さの,1. Sano$
7082,柴,しば,1. brushwood; firewood$
7083,柴,しば,1. Shiba$
7084,隠れる,かくれる,1. to hide; to be hidden; to conceal oneself; to disappear$
7085,湘南,しょうなん,1. Shounan$2. Shōnan$
7086,排水,はいすい,1. drainage; draining; pumping out (water); sewerage$2. displacement$
7087,片側,かたがわ,1. one side$
7088,片側,かたがわ,1. Katagawa$
7089,開店,かいてん,1. opening a new shop$2. opening a shop (for the day)$
7090,武蔵野,むさしの野,1. Musashino$
7091,ストーン,ストーン,1. stone$2. bijou; trinket; gemstone$3. stone (unit of weight: 14lb)$4. curling stone; curling rock$5. Stone$
7092,アシスト,アシスト,1. assist; assistance$2. Assist$
7093,沈む,しずむ,1. to sink; to go under; to submerge$2. to go down (e.g. sun); to set; to descend$3. to feel depressed; to become subdued; to become somber$
7094,券売機,けんばいき,1. ticket machine; ticket-vending machine$
7095,露出,ろしゅつ,1. exposure; disclosure$2. photographic exposure$
7096,仮説,かせつ,1. hypothesis; supposition; fictional$2. Hypothesis$
7097,ショット,ショット,1. shot (in films)$2. shot (of alcohol)$3. hitting a ball (e.g. in tennis)$4. shoot (in basketball)$5. Shot$
7098,プレス,プレス,1. pressing; stamping; printing$2. press (machine)$3. the press; news media$4. military press (weight lifting)$5. Press$
7099,変異,へんい,1. variation; rogue (something)$
7100,海老,えび老,1. prawn; shrimp; lobster; crayfish$2. Ebi$3. Shrimp$
7101,海老,えび老,1. Ebi$
7102,切断,せつだん,1. cutting; severance; section; amputation; disconnection$
7103,フォーマット,フォーマット,1. (computer) format$2. Disk formatting$
7104,磯,いそ,1. (rocky) beach; seashore$
7105,磯,いそ,1. Iso$
7106,素晴らしい,すばらしい,1. wonderful; splendid; magnificent$
7107,補強,ほきょう,1. reinforcement; strengthening$
7108,ライフル,ライフル,1. rifle$
7109,安倍,あべ倍,1. Abe$
7110,中頃,なかごろ,1. about the middle$2. Nakagoro$
7111,所要,しょよう,1. required; needed; necessary$
7112,摂取,せっしゅ,1. intake (e.g. of salt); ingestion$2. absorption (e.g. of new knowledge); adoption (e.g. of foreign culture); assimilation$3. reception and protection$4. Ingestion$
